,track_name,weeks,max_rank,min_rank,avg_rank
Guess Who,Guess Who,37,128,31,77.27027027027027
I Like To Live The Love,I Like To Live The Love,16,99,28,53.125
When Love Comes To Town,When Love Comes To Town,7,89,68,77.14285714285714
Get Back,Get Back,45,133,1,39.733333333333334
Don't Forget,Don't Forget,9,97,41,66.44444444444444
Let The Music Take Your Mind,Let The Music Take Your Mind,6,95,78,85.83333333333333
Funky Stuff,Funky Stuff,12,100,29,49.083333333333336
Higher Plane,Higher Plane,9,105,37,64.11111111111111
Summer Madness,Summer Madness,0,,,
Spirit Of The Boogie,Spirit Of The Boogie,17,92,35,63.05882352941177
Daughter Of Darkness,Daughter Of Darkness,10,109,13,34.0
I,I,39,128,14,51.56410256410256
Letter To Lucille,Letter To Lucille,8,93,60,77.625
Running With The Night,Running With The Night,19,88,7,29.94736842105263
Don't Wanna Lose You,Don't Wanna Lose You,33,97,1,42.84848484848485
Sweet Love,Sweet Love,46,99,5,41.76086956521739
Oh No,Oh No,40,133,4,60.925
Still,Still,53,118,1,49.471698113207545
Just To Be Close To You,Just To Be Close To You,16,85,7,31.6875
Too Hot Ta Trot,Too Hot Ta Trot,12,77,24,42.916666666666664
Let's Go Get Stoned,Let's Go Get Stoned,9,83,31,48.111111111111114
You're Just About To Lose Your Clown,You're Just About To Lose Your Clown,2,99,91,95.0
Finder's Keepers,Finder's Keepers,9,79,59,67.88888888888889
Love And Desire,Love And Desire,5,99,70,81.8
You Can't Always Get What You Want,You Can't Always Get What You Want,9,74,42,56.888888888888886
"Mirror, Mirror","Mirror, Mirror",0,,,
Work That Body,Work That Body,7,92,44,60.285714285714285
Swept Away,Swept Away,14,89,19,39.92857142857143
Eaten Alive,Eaten Alive,7,97,77,84.71428571428571
Chain Reaction,Chain Reaction,13,134,66,88.92307692307692
In Thee,In Thee,4,87,74,81.25
Bust Your Windows,Bust Your Windows,15,86,31,56.46666666666667
I Like,I Like,50,99,28,59.86
Dancehall Queen,Dancehall Queen,3,98,90,94.33333333333333
Find Another Girl,Find Another Girl,10,74,27,46.4
Theme From Taras Bulba,Theme From Taras Bulba,0,,,
Feelin' So Good,Feelin' So Good,26,133,51,71.3076923076923
High Maintenance Woman,High Maintenance Woman,17,100,67,78.05882352941177
Get My Drink On,Get My Drink On,5,99,88,92.0
Gold Diggin  Girls,Gold Diggin  Girls,0,,,
From The Beginning,From The Beginning,11,89,39,54.09090909090909
Crash Here Tonight,Crash Here Tonight,1,96,96,96.0
Summer Of '69,Summer Of '69,17,88,5,30.529411764705884
There Will Never Be Another Tonight,There Will Never Be Another Tonight,15,98,31,60.46666666666667
All For Love,All For Love,22,51,1,13.136363636363637
Sorry Seems To Be The Hardest Word,Sorry Seems To Be The Hardest Word,0,,,
Wind Of Change,Wind Of Change,25,91,4,36.24
No,No,115,129,3,41.77391304347826
It's A Love Thing,It's A Love Thing,15,96,28,52.8
Shake Your Body,Shake Your Body,20,86,7,28.8
Living For The City,Living For The City,20,99,8,35.8
Calabria 2008,Calabria 2008,0,,,
I Got 5 On It,I Got 5 On It,25,62,8,26.2
My Mistake,My Mistake,24,98,19,56.833333333333336
You Are My Starship,You Are My Starship,16,93,27,46.375
Special,Special,13,90,52,72.84615384615384
Tempted To Touch,Tempted To Touch,20,100,39,69.5
Can I Get A Witness,Can I Get A Witness,26,117,22,48.07692307692308
You Ought To Be With Me,You Ought To Be With Me,15,91,3,24.333333333333332
I Wanna Be A Cowboy,I Wanna Be A Cowboy,19,93,12,44.05263157894737
Can You Feel Me,Can You Feel Me,5,98,92,93.8
Storybook Children,Storybook Children,22,119,54,76.72727272727273
Funk Dat,Funk Dat,17,99,63,79.76470588235294
Give Me Tonight,Give Me Tonight,13,97,46,62.07692307692308
Pimp Of The Year,Pimp Of The Year,16,98,65,86.6875
Toss-Up,Toss-Up,3,100,92,96.33333333333333
Old Time's Sake,Old Time's Sake,2,93,25,59.0
Sweet Potatoe Pie,Sweet Potatoe Pie,4,92,41,69.5
What You See Is What You Get,What You See Is What You Get,19,98,24,55.0
Find Out Who Your Friends Are,Find Out Who Your Friends Are,20,97,61,76.05
Your Loving Arms,Your Loving Arms,23,99,46,73.73913043478261
Slow Ride,Slow Ride,17,77,20,39.1764705882353
Don t Lose The Magic,Don t Lose The Magic,0,,,
Danger,Danger,58,115,14,61.55172413793103
"Pon De River, Pon De Bank","Pon De River, Pon De Bank",0,,,
Girls Dem Sugar,Girls Dem Sugar,15,95,54,72.4
Flex,Flex,46,99,13,40.43478260869565
Knoc,Knoc,3,100,98,98.66666666666667
Was It Nothing At All,Was It Nothing At All,21,88,24,50.80952380952381
Crack A Bottle,Crack A Bottle,17,86,1,40.76470588235294
Let's Get Serious,Let's Get Serious,23,98,9,39.69565217391305
You're Supposed To Keep Your Love For Me,You're Supposed To Keep Your Love For Me,13,86,34,56.30769230769231
"Breathe, Stretch, Shake","Breathe, Stretch, Shake",0,,,
Shawty Is A 10,Shawty Is A 10,20,93,17,44.75
Mad World,Mad World,3,100,19,54.333333333333336
One,One,99,124,5,52.06060606060606
Popsicles And Icicles,Popsicles And Icicles,13,117,3,35.61538461538461
Oh Babe What Would You Say,Oh Babe What Would You Say,0,,,
Call Me When You're Sober,Call Me When You're Sober,0,,,
Don t Want To Be A Fool,Don t Want To Be A Fool,0,,,
I've Lost You,I've Lost You,15,108,32,64.53333333333333
Weapons Of Love,Weapons Of Love,9,92,65,77.55555555555556
Perfect World,Perfect World,19,98,3,39.94736842105263
He's A Rebel,He's A Rebel,20,120,1,37.75
When I'm Dead And Gone,When I'm Dead And Gone,11,124,47,71.72727272727273
Morningtown Ride,Morningtown Ride,8,117,44,66.125
Go For Soda,Go For Soda,9,96,86,88.44444444444444
Satisfy Me,Satisfy Me,6,98,64,77.16666666666667
Genius Of Love,Genius Of Love,17,96,31,56.76470588235294
I Can't Stand Myself,I Can't Stand Myself,9,85,28,48.44444444444444
What A Surprise,What A Surprise,10,104,33,54.8
Election Day,Election Day,16,89,6,27.9375
Right Round,Right Round,26,74,1,17.53846153846154
How Blue Can You Get,How Blue Can You Get,4,116,97,106.0
Martha,Martha,4,99,73,81.5
Heart Of The Night,Heart Of The Night,30,99,20,46.1
Pac-Man Fever,Pac-Man Fever,19,97,9,34.94736842105263
Lady-O,Lady-O,4,90,78,83.25
"You Want It, You Got It","You Want It, You Got It",0,,,
Don t Close Your Eyes,Don t Close Your Eyes,0,,,
Sure Gonna Miss Her,Sure Gonna Miss Her,9,87,9,29.88888888888889
Everybody Loves A Clown,Everybody Loves A Clown,11,85,4,24.636363636363637
Count Me In,Count Me In,11,88,2,24.454545454545453
Save Your Heart For Me,Save Your Heart For Me,11,80,2,24.181818181818183
Be Bop A-Lula,Be Bop A-Lula,5,94,74,84.2
Ooh Boy,Ooh Boy,11,98,72,83.63636363636364
I Do Not Hook Up,I Do Not Hook Up,18,94,20,44.0
Connected,Connected,20,93,20,42.45
The Boy Next Door,The Boy Next Door,14,123,18,61.785714285714285
Pop Pop Pop - Pie,Pop Pop Pop - Pie,8,90,35,55.375
Give Me Love,Give Me Love,15,95,1,25.8
Homely Girl,Homely Girl,8,98,54,65.375
Somethin' 4 Da Honeyz,Somethin' 4 Da Honeyz,15,98,21,51.333333333333336
Stir It Up And Serve It,Stir It Up And Serve It,0,,,
Pilot Of The Airwaves,Pilot Of The Airwaves,17,96,13,39.94117647058823
Take A Little Rhythm,Take A Little Rhythm,17,99,15,47.11764705882353
Destination Unknown,Destination Unknown,14,92,42,65.92857142857143
Just Dropped In,Just Dropped In,11,104,5,28.90909090909091
She Believes In Me,She Believes In Me,16,70,5,23.4375
I Wouldn't Trade You For The World,I Wouldn't Trade You For The World,10,123,69,91.2
Alien,Alien,15,95,29,56.733333333333334
Headed For A Heartbreak,Headed For A Heartbreak,18,99,19,47.22222222222222
Eve Of Destruction,Eve Of Destruction,17,112,1,46.11764705882353
Thank You For Being A Friend,Thank You For Being A Friend,15,97,25,47.666666666666664
Never Let Her Slip Away,Never Let Her Slip Away,8,99,67,76.5
Lovers Always Forgive,Lovers Always Forgive,5,98,89,93.0
The Land Of Milk And Honey,The Land Of Milk And Honey,0,,,
In My Eyes,In My Eyes,17,87,37,57.94117647058823
I Wanna Be The One,I Wanna Be The One,20,96,32,56.55
I ll Be By Your Side,I ll Be By Your Side,0,,,
I Was Made For Dancin',I Was Made For Dancin',21,91,10,36.38095238095238
Give Him A Great Big Kiss,Give Him A Great Big Kiss,10,104,18,44.1
Out In The Streets,Out In The Streets,6,96,53,68.5
Right Now And Not Later,Right Now And Not Later,4,125,99,107.75
Long Live Our Love,Long Live Our Love,6,81,33,50.0
Love The Life I Lead,Love The Life I Lead,4,93,86,88.25
I'd Wait A Million Years,I'd Wait A Million Years,16,105,15,38.0
Do It In The Name Of Love,Do It In The Name Of Love,13,92,60,72.6923076923077
Once You Get Started,Once You Get Started,13,86,10,38.38461538461539
What s On Your Mind,What s On Your Mind,0,,,
Wait,Wait,46,100,8,43.52173913043478
Day After Day,Day After Day,21,97,4,40.142857142857146
Lonely Street,Lonely Street,23,111,5,40.56521739130435
The Last Mile,The Last Mile,10,96,36,58.5
Nobody s Fool,Nobody s Fool,0,,,
Those Were The Days,Those Were The Days,24,132,2,36.208333333333336
Tossing & Turning,Tossing & Turning,0,,,
Drinkin' Bone,Drinkin' Bone,16,100,60,76.0
Smoke! Smoke! Smoke!,Smoke! Smoke! Smoke!,16,10,1,4.125
Break Up To Make Up,Break Up To Make Up,22,100,5,50.22727272727273
Funny The Way It Is,Funny The Way It Is,8,94,37,73.125
I Got What I Wanted,I Got What I Wanted,9,128,28,53.44444444444444
New Thing,New Thing,7,93,67,77.0
So In To You,So In To You,19,89,7,28.68421052631579
He Cried,He Cried,6,84,65,71.33333333333333
Black Superman,Black Superman,12,100,53,78.5
New Song,New Song,15,99,27,52.266666666666666
Things Can Only Get Better,Things Can Only Get Better,23,95,5,37.78260869565217
Play That Funky Music,Play That Funky Music,50,110,1,39.4
Just Once In My Life,Just Once In My Life,11,56,9,21.272727272727273
A Love Of My Own,A Love Of My Own,6,81,56,65.83333333333333
Beep,Beep,32,97,13,54.34375
La La,La La,5,100,86,93.8
Cum On Feel The Noize,Cum On Feel The Noize,30,109,5,54.266666666666666
Friend Of Mine,Friend Of Mine,25,97,12,41.12
Give Me The Night,Give Me The Night,23,97,4,36.869565217391305
Brown Eyed Woman,Brown Eyed Woman,13,123,43,64.76923076923077
Peace Brother Peace,Peace Brother Peace,7,93,48,63.714285714285715
Sweet Darlin',Sweet Darlin',5,86,80,83.4
Devil's Haircut,Devil's Haircut,4,99,94,96.25
Dance On Little Girl,Dance On Little Girl,10,70,10,30.2
A Steel Guitar And A Glass Of Wine,A Steel Guitar And A Glass Of Wine,11,116,13,43.63636363636363
Here Comes The Judge,Here Comes The Judge,20,128,8,37.4
Passin  Me By,Passin  Me By,0,,,
I d Still Say Yes,I d Still Say Yes,0,,,
Raise A Little Hell,Raise A Little Hell,8,95,59,77.0
Shake It,Shake It,54,99,10,40.03703703703704
Paralyzer,Paralyzer,50,97,6,36.0
Never Too Late,Never Too Late,20,100,71,80.5
Puppet On A String,Puppet On A String,15,133,14,63.733333333333334
My Boy,My Boy,22,90,20,51.04545454545455
Enough Is Enough,Enough Is Enough,9,107,50,73.55555555555556
Funky Man,Funky Man,5,115,87,97.4
Jungle Boogie,Jungle Boogie,22,100,4,31.318181818181817
Hollywood Swinging,Hollywood Swinging,19,92,6,40.36842105263158
Rhyme Tyme People,Rhyme Tyme People,8,88,63,74.5
Take My Heart,Take My Heart,19,83,15,32.1578947368421
Get Down On It,Get Down On It,17,96,10,43.05882352941177
Big Fun,Big Fun,11,86,21,41.90909090909091
Emergency,Emergency,16,81,18,41.5625
Stone Love,Stone Love,18,100,10,43.833333333333336
Show Me What You Got,Show Me What You Got,15,90,8,50.0
The Right Thing,The Right Thing,15,96,27,50.733333333333334
Walking The Dog,Walking The Dog,14,80,10,32.5
You Don't Miss Your Water,You Don't Miss Your Water,17,117,95,106.47058823529412
Bust A Move,Bust A Move,40,93,7,42.875
Here Comes The Hotstepper,Here Comes The Hotstepper,30,97,1,22.233333333333334
You Don t Love Me,You Don t Love Me,0,,,
The Rush,The Rush,7,92,73,82.0
Play Something Country,Play Something Country,17,97,37,70.23529411764706
My Maria,My Maria,28,99,9,55.642857142857146
We Made You,We Made You,10,85,9,36.8
Lay Lady Lay,Lay Lady Lay,27,132,7,65.4074074074074
Uptown Girl,Uptown Girl,23,100,3,30.130434782608695
I Just Can't Say Goodbye,I Just Can't Say Goodbye,9,114,94,104.33333333333333
Wrong Impression,Wrong Impression,8,100,64,76.875
My Immortal,My Immortal,32,70,7,26.71875
An Innocent Man,An Innocent Man,18,94,10,36.666666666666664
Candle,Candle,8,93,57,68.875
When I See U,When I See U,23,99,32,57.17391304347826
Years From Now,Years From Now,15,96,37,67.26666666666667
Love Is Strange,Love Is Strange,34,135,13,49.26470588235294
Sweet Home Alabama,Sweet Home Alabama,19,110,8,42.578947368421055
Meet Me Halfway,Meet Me Halfway,24,75,7,23.958333333333332
I Gotta Feeling,I Gotta Feeling,56,49,1,18.267857142857142
Let It Rock,Let It Rock,43,96,5,31.767441860465116
The Way I Are,The Way I Are,39,99,3,21.025641025641026
Rehab,Rehab,34,98,9,40.794117647058826
The I.N.C. Ride,The I.N.C. Ride,16,91,69,80.0625
Born To Roll,Born To Roll,20,94,23,52.8
Theme From Shaft,Theme From Shaft,0,,,
Do Your Thing,Do Your Thing,51,109,11,58.470588235294116
These Arms Of Mine,These Arms Of Mine,7,117,85,104.0
Who's Making Love,Who's Making Love,31,111,5,42.54838709677419
To Make You Feel My Love,To Make You Feel My Love,9,97,50,65.44444444444444
Just Like A Woman,Just Like A Woman,13,134,33,82.46153846153847
Disco Nights,Disco Nights,18,93,12,41.22222222222222
Don't Bother,Don't Bother,9,81,42,67.11111111111111
Won't Be Long,Won't Be Long,3,95,76,84.66666666666667
Umbrella,Umbrella,33,91,1,24.303030303030305
Disturbia,Disturbia,37,45,1,15.891891891891891
You Know I'm No Good,You Know I'm No Good,13,98,77,88.76923076923077
Rhythm Of The Night,Rhythm Of The Night,49,99,3,33.97959183673469
We Got A Love Thang,We Got A Love Thang,20,87,20,44.05
Don't Leave Me This Way,Don't Leave Me This Way,37,87,1,42.027027027027025
The Medicine Song,The Medicine Song,6,94,65,76.16666666666667
Drift Away,Drift Away,56,85,5,28.339285714285715
Get Here,Get Here,23,100,5,47.34782608695652
I'll Make Love To You,I'll Make Love To You,33,49,1,11.787878787878787
Do That To Me One More Time,Do That To Me One More Time,27,93,1,22.37037037037037
Got To Be There,Got To Be There,28,110,4,55.357142857142854
Rockin' Robin,Rockin' Robin,16,100,2,32.625
Just A Little Bit Of You,Just A Little Bit Of You,17,124,23,67.47058823529412
Spirit Of Radio,Spirit Of Radio,6,97,51,63.333333333333336
Stop And Stare,Stop And Stare,31,98,12,33.38709677419355
With A Little Help From My Friends,With A Little Help From My Friends,7,126,68,84.28571428571429
You Are So Beautiful,You Are So Beautiful,18,104,5,41.55555555555556
Delta Lady,Delta Lady,8,108,69,90.0
Leavin' On Your Mind,Leavin' On Your Mind,6,119,83,91.0
I'm Gonna' Be Warm This Winter,I'm Gonna' Be Warm This Winter,0,,,
Breaking Us In Two,Breaking Us In Two,16,91,18,39.5
You Can t Get What You Want,You Can t Get What You Want,0,,,
She's Got You,She's Got You,13,96,14,38.53846153846154
Crash,Crash,15,100,49,78.46666666666667
Lost Without U,Lost Without U,24,94,14,39.083333333333336
Now That We've Found Love,Now That We've Found Love,27,98,11,40.18518518518518
4 In The Morning,4 In The Morning,16,96,54,68.9375
Don't Lie,Don't Lie,20,94,14,41.55
I Got It From My Mama,I Got It From My Mama,9,93,31,56.666666666666664
Being With You,Being With You,25,89,2,29.76
Love Is All Around,Love Is All Around,38,118,7,50.6578947368421
Touch Me In The Morning,Touch Me In The Morning,21,89,1,25.38095238095238
My Cherie Amour,My Cherie Amour,17,92,4,35.88235294117647
Neither One Of Us,Neither One Of Us,16,86,2,25.6875
Super Freak,Super Freak,24,100,16,49.166666666666664
All This Love,All This Love,19,97,17,43.8421052631579
A Song For Mama,A Song For Mama,20,56,7,20.65
YAHHH!,YAHHH!,13,99,48,68.0
Too Pooped To Pop,Too Pooped To Pop,0,,,
No Particular Place To Go,No Particular Place To Go,11,100,10,36.54545454545455
Lessons In Love,Lessons In Love,19,99,12,43.78947368421053
Looking For A New Love,Looking For A New Love,19,95,2,29.68421052631579
Truly,Truly,18,96,1,26.5
"Say You, Say Me","Say You, Say Me",0,,,
Oh Sheila,Oh Sheila,21,95,1,34.19047619047619
Crush On You,Crush On You,20,100,3,35.0
Saturday Night Special,Saturday Night Special,9,89,27,47.44444444444444
Mary Jane,Mary Jane,12,93,41,59.75
California Dreamin',California Dreamin',34,116,4,50.470588235294116
Farewell My Summer Love,Farewell My Summer Love,12,81,38,56.416666666666664
Love Is Free,Love Is Free,6,98,77,92.66666666666667
Bubbly,Bubbly,47,100,5,31.404255319148938
Luka,Luka,19,98,3,37.36842105263158
Joanna,Joanna,24,95,2,34.958333333333336
Reach Out And Touch,Reach Out And Touch,9,49,20,30.11111111111111
It's My Turn,It's My Turn,21,86,9,30.952380952380953
Your Love Is So Good For Me,Your Love Is So Good For Me,7,86,49,65.71428571428571
Love Hangover,Love Hangover,22,100,1,38.13636363636363
I Will Survive,I Will Survive,58,99,1,47.1551724137931
Axel F,Axel F,26,97,3,45.23076923076923
Running In The Family,Running In The Family,4,100,83,89.25
Israelites,Israelites,11,116,9,40.72727272727273
Double Trouble,Double Trouble,3,90,80,83.33333333333333
I'm Leaving It  Up To You,I'm Leaving It  Up To You,0,,,
Spiders & Snakes,Spiders & Snakes,0,,,
I'm Not In Love,I'm Not In Love,37,110,2,36.08108108108108
Three Times A Lady,Three Times A Lady,20,73,1,20.0
I'm Still Waiting,I'm Still Waiting,12,99,63,84.5
Theme From Mahogany,Theme From Mahogany,0,,,
It Takes Two,It Takes Two,30,125,14,56.166666666666664
Rock Around The Clock,Rock Around The Clock,47,129,1,40.319148936170215
Wipe Out,Wipe Out,40,127,2,48.35
When You're Young And In Love,When You're Young And In Love,25,100,23,64.24
Space Oddity,Space Oddity,17,129,15,45.1764705882353
What's New Pussycat?,What's New Pussycat?,0,,,
Keep On Running,Keep On Running,9,130,76,93.11111111111111
"Monday, Monday","Monday, Monday",0,,,
Like Whoa,Like Whoa,8,99,63,80.75
Fool For Your Loving,Fool For Your Loving,22,99,37,61.86363636363637
The Deeper The Love,The Deeper The Love,14,98,28,51.0
Tambourine,Tambourine,17,99,37,64.6470588235294
Hip Hop Is Dead,Hip Hop Is Dead,5,78,41,62.4
Regulate,Regulate,20,57,2,14.4
Crazy Crazy Nights,Crazy Crazy Nights,7,97,65,81.14285714285714
Stuck In The Middle With You,Stuck In The Middle With You,18,86,6,30.166666666666668
Grace Kelly,Grace Kelly,14,97,57,78.28571428571429
Finally,Finally,41,95,5,38.97560975609756
All Star,All Star,30,75,4,19.4
Help Yourself,Help Yourself,23,126,35,78.08695652173913
For Once In My Life,For Once In My Life,27,109,2,53.44444444444444
Sir Duke,Sir Duke,17,74,1,25.058823529411764
If I Never See Your Face Again,If I Never See Your Face Again,20,99,51,70.25
Realize,Realize,26,86,20,42.11538461538461
It's Summer,It's Summer,6,69,51,58.833333333333336
Just Seven Numbers,Just Seven Numbers,8,79,40,52.125
Love Is Here And Now You're Gone,Love Is Here And Now You're Gone,11,47,1,14.181818181818182
Pucker Up Buttercup,Pucker Up Buttercup,9,119,31,55.22222222222222
It's So Hard Being A Loser,It's So Hard Being A Loser,4,129,79,94.25
Got To Have You Back,Got To Have You Back,4,122,93,104.0
Everybody Needs Love,Everybody Needs Love,23,115,32,57.69565217391305
You Keep Running Away,You Keep Running Away,9,102,19,43.44444444444444
I'm Wondering,I'm Wondering,8,61,12,30.125
My Baby Must Be A Magician,My Baby Must Be A Magician,11,78,17,35.90909090909091
Sail On,Sail On,17,93,4,31.941176470588236
Walk In The Night,Walk In The Night,12,86,46,60.75
One Heartbeat,One Heartbeat,19,96,10,42.578947368421055
Ball Of Confusion,Ball Of Confusion,15,80,3,17.466666666666665
